Delivery_ID,Order_Date,Ship_Date,Ship_Mode,Destination_ID
2162,2017-05-28,2017-03-06,Standard Class,49
2164,2018-05-03,2018-05-03,Same Day,1794
2165,2018-05-18,2018-05-22,Second Class,43
2166,2018-10-21,2018-10-25,Standard Class,1477
2167,2018-08-24,2018-08-26,Second Class,746
2168,2017-03-07,2017-07-07,Standard Class,6
2171,2015-05-30,2015-01-06,First Class,55
2172,2017-09-20,2017-09-24,Standard Class,6
2173,2015-06-20,2015-06-27,Standard Class,2001
2175,2018-12-22,2018-12-27,Standard Class,2175
2176,2017-06-20,2017-06-24,Standard Class,20
2177,2017-11-11,2017-11-15,Standard Class,1487
2178,2018-08-17,2018-08-24,Standard Class,1206
2179,2018-08-03,2018-11-03,First Class,42
2180,2018-05-19,2018-05-24,Standard Class,2180
2181,2015-03-17,2015-03-24,Standard Class,465
2182,2018-03-16,2018-03-21,Standard Class,166
2183,2017-02-22,2017-02-28,Standard Class,204
2184,2018-11-27,2018-02-12,Standard Class,2184
2185,2017-04-09,2017-07-09,Second Class,258
2186,2016-04-25,2016-04-30,Standard Class,204
2188,2017-06-05,2017-08-05,Second Class,43
2190,2016-09-01,2016-01-13,Standard Class,48
2191,2018-03-26,2018-03-30,Standard Class,56
2192,2018-03-19,2018-03-24,Standard Class,5
2193,2016-02-04,2016-07-04,Standard Class,21
2194,2015-11-17,2015-11-19,First Class,54
2195,2018-09-23,2018-09-30,Standard Class,2
2197,2018-09-21,2018-09-25,Standard Class,42
2198,2018-03-21,2018-03-27,Standard Class,1203
2200,2017-06-24,2017-06-26,Second Class,112
2203,2018-06-05,2018-09-05,Second Class,2203
2204,2017-04-18,2017-04-22,Standard Class,601
2205,2018-07-09,2018-12-09,Standard Class,748
2206,2015-04-08,2015-08-08,Standard Class,1742
2207,2016-02-07,2016-02-07,Same Day,56
2208,2015-07-11,2015-12-11,Standard Class,2208
2210,2015-05-21,2015-05-26,Standard Class,773
2212,2018-02-12,2018-04-12,First Class,633
2213,2015-02-14,2015-02-18,Standard Class,12
2214,2015-02-16,2015-02-21,Standard Class,21
2216,2015-06-21,2015-06-24,First Class,55
2218,2015-09-20,2015-09-26,Standard Class,49
2219,2017-10-27,2017-02-11,Standard Class,2
2220,2017-05-19,2017-05-23,Standard Class,5
2221,2015-12-27,2015-12-31,Standard Class,909
2222,2016-02-15,2016-02-18,Second Class,49
2228,2017-06-18,2017-06-20,Second Class,202
2229,2015-12-09,2015-09-17,Standard Class,2229
2230,2016-10-08,2016-08-16,Standard Class,1200
2232,2015-05-12,2015-07-12,First Class,166
2234,2017-09-12,2017-12-13,Standard Class,1212
2235,2018-11-21,2018-11-25,Standard Class,244
2240,2016-07-08,2016-09-08,First Class,127
2241,2018-01-24,2018-01-29,Standard Class,23
2242,2018-05-19,2018-05-23,Standard Class,46
2244,2016-12-23,2016-12-26,First Class,576
2246,2015-12-20,2015-12-25,Standard Class,395
2250,2018-03-13,2018-03-15,First Class,233
2252,2017-10-29,2017-02-11,Standard Class,2252
2253,2018-09-30,2018-03-10,First Class,12
2254,2016-06-12,2016-11-12,Standard Class,54
2255,2015-11-11,2015-11-13,Second Class,49
2259,2018-11-12,2018-12-13,First Class,2259
2260,2015-09-26,2015-09-30,Standard Class,746
2261,2018-12-23,2018-12-25,Second Class,427
2262,2016-03-29,2016-04-04,Standard Class,12
2263,2018-08-28,2018-01-09,Standard Class,204
2264,2018-05-23,2018-05-27,Standard Class,163
2265,2017-11-19,2017-11-22,First Class,2265
2266,2018-02-10,2018-04-10,Second Class,40
2267,2018-08-04,2018-04-14,Standard Class,2267
2268,2015-08-09,2015-12-09,Standard Class,129
2269,2018-11-26,2018-11-30,Standard Class,60
2271,2016-06-09,2016-12-09,Standard Class,76
2272,2018-02-11,2018-05-11,First Class,2272
2273,2018-07-29,2018-01-08,Second Class,371
2276,2017-05-26,2017-01-06,Standard Class,202
2277,2018-11-26,2018-11-30,Standard Class,68
2278,2017-06-24,2017-06-28,Standard Class,163
2279,2017-12-06,2017-06-15,First Class,1803
2280,2015-11-15,2015-11-21,Standard Class,2280
2283,2017-08-23,2017-08-27,Standard Class,6
2284,2015-05-23,2015-05-27,Standard Class,6
2285,2018-09-23,2018-09-25,Second Class,98
2286,2015-09-26,2015-01-10,Second Class,202
2287,2018-10-21,2018-10-25,Standard Class,0
2290,2018-08-06,2018-12-06,Standard Class,458
2291,2016-05-03,2016-09-03,Standard Class,2291
2293,2017-08-13,2017-08-13,Same Day,2293
2294,2017-12-05,2017-05-16,Standard Class,165
2295,2018-01-06,2018-05-06,Second Class,1301
2296,2016-03-24,2016-03-30,Standard Class,51
2298,2018-07-21,2018-07-27,Standard Class,55
2300,2016-11-22,2016-11-26,Standard Class,39
2301,2016-03-09,2016-05-09,First Class,2022
2302,2016-04-25,2016-04-28,First Class,6
2303,2017-09-12,2017-12-13,Standard Class,737
2308,2018-11-24,2018-11-30,Standard Class,777
2309,2016-11-11,2016-11-11,Same Day,16
2310,2017-01-04,2017-08-04,Standard Class,1242
2311,2016-04-16,2016-04-21,Standard Class,1301
2312,2017-12-11,2017-11-15,Second Class,911
2313,2015-12-23,2015-12-28,Standard Class,730
2315,2018-03-12,2018-10-12,Standard Class,79
2318,2018-03-25,2018-03-26,First Class,159
2319,2017-03-05,2017-08-05,Standard Class,0
2320,2015-12-08,2015-08-16,Standard Class,29
2321,2016-04-14,2016-04-18,Standard Class,66
2322,2017-08-22,2017-08-28,Standard Class,68
2323,2018-08-31,2018-05-09,Standard Class,2323
2324,2016-10-05,2016-10-05,Same Day,309
2325,2018-12-30,2019-05-01,Standard Class,229
2326,2018-04-11,2018-04-11,Same Day,1861
2327,2016-11-16,2016-11-22,Standard Class,76
2329,2017-05-09,2017-10-09,Standard Class,56
2330,2017-01-09,2017-05-09,Standard Class,187
2331,2016-12-15,2016-12-22,Standard Class,46
2332,2018-07-31,2018-05-08,Standard Class,204
2333,2018-04-24,2018-04-27,First Class,177
2335,2016-09-28,2016-05-10,Standard Class,166
2337,2016-12-27,2016-12-31,Standard Class,260
2338,2018-02-19,2018-02-21,Second Class,308
2339,2017-09-08,2017-12-08,First Class,79
2342,2015-03-03,2015-07-03,Standard Class,163
2343,2018-09-14,2018-09-17,First Class,859
2344,2017-08-13,2017-08-19,Standard Class,2344
2347,2018-08-15,2018-08-21,Standard Class,2267
2349,2016-04-19,2016-04-25,Standard Class,1218
2350,2015-11-03,2015-03-13,Second Class,230
2351,2016-09-28,2016-03-10,Second Class,6
2352,2018-11-09,2018-09-13,Second Class,1445
2353,2017-10-15,2017-10-21,Standard Class,167
2354,2016-04-17,2016-04-21,Standard Class,2
2355,2016-07-04,2016-11-04,Standard Class,329
2357,2015-12-28,2016-01-01,Standard Class,2357
2358,2018-11-11,2018-11-16,Second Class,162
2359,2018-08-12,2018-12-12,Second Class,54
2360,2018-05-26,2018-05-29,First Class,344
2361,2018-04-21,2018-04-25,Second Class,18
2362,2017-12-18,2017-12-20,Second Class,2362
2364,2016-09-07,2016-07-13,Standard Class,21
2366,2018-11-18,2018-11-23,Second Class,583
2367,2015-11-22,2015-11-27,Standard Class,42
2368,2015-03-31,2015-05-04,Standard Class,2
2369,2018-02-12,2018-03-12,Same Day,166
2375,2017-11-18,2017-11-22,Standard Class,5
2376,2016-11-21,2016-11-23,Second Class,199
2380,2015-05-10,2015-10-10,Second Class,68
2381,2017-01-08,2017-01-08,Same Day,2381
2382,2017-07-17,2017-07-22,Standard Class,55
2383,2015-11-11,2015-11-13,First Class,46
2384,2017-11-12,2017-12-14,First Class,173
2386,2018-06-19,2018-06-23,Standard Class,163
2388,2016-01-03,2016-05-03,Standard Class,20
2393,2016-03-21,2016-03-26,Standard Class,371
2395,2017-01-12,2017-03-12,Second Class,576
2396,2017-11-18,2017-11-24,Standard Class,2396
2397,2017-03-11,2017-08-11,Standard Class,26
2398,2015-12-26,2015-12-31,Standard Class,202
2400,2016-12-13,2016-12-17,Standard Class,2381
2402,2018-03-31,2018-02-04,First Class,620
2403,2018-02-11,2018-07-11,Standard Class,178
2404,2018-11-07,2018-07-18,Standard Class,26
2405,2016-11-14,2016-11-17,First Class,448
2407,2017-10-17,2017-10-21,Second Class,348
2408,2016-02-11,2016-05-11,First Class,601
2409,2018-12-17,2018-12-21,Second Class,21
2411,2015-09-30,2015-09-30,Same Day,1278
2412,2017-07-23,2017-07-27,Standard Class,567
2416,2018-02-09,2018-08-09,Standard Class,0
2417,2018-09-09,2018-09-15,Standard Class,153
2418,2018-10-07,2018-07-14,Standard Class,42
2419,2015-12-24,2015-12-26,First Class,112
2420,2018-10-09,2018-09-15,Second Class,43
2422,2016-12-20,2016-12-26,Standard Class,136
2423,2015-12-29,2015-12-31,Second Class,2396
2425,2017-08-15,2017-08-21,Standard Class,85
2427,2018-02-26,2018-02-03,Standard Class,2427
2428,2015-09-12,2015-12-15,Standard Class,0
2429,2016-10-26,2016-01-11,Standard Class,66
2430,2015-04-08,2015-09-08,Second Class,2430
2432,2017-03-18,2017-03-20,Second Class,725
2435,2017-11-20,2017-11-27,Standard Class,49
2437,2017-08-09,2017-10-09,First Class,76
2438,2018-11-30,2018-11-30,Same Day,1301
2439,2016-12-25,2016-12-29,Standard Class,76
2440,2016-04-28,2016-01-05,First Class,827
2441,2017-11-27,2017-11-30,First Class,10
2443,2017-05-30,2017-04-06,Standard Class,1521
2444,2015-02-04,2015-08-04,Standard Class,923
2447,2016-04-04,2016-04-04,Same Day,64
2448,2018-11-19,2018-11-23,Standard Class,76
2450,2017-09-25,2017-09-29,Standard Class,186
2451,2017-07-30,2017-02-08,First Class,2
2452,2016-08-06,2016-12-06,Standard Class,158
2459,2016-12-21,2016-12-25,Standard Class,100
2460,2018-11-11,2018-11-16,Standard Class,178
2461,2016-04-27,2016-02-05,Standard Class,85
2462,2017-09-12,2017-12-13,Second Class,158
2463,2016-09-10,2016-12-10,Second Class,2463
2464,2015-02-05,2015-02-05,Same Day,68
2465,2018-04-02,2018-09-02,Standard Class,1002
2466,2015-03-17,2015-03-21,Standard Class,226
2467,2018-11-17,2018-11-23,Standard Class,144
2470,2017-12-06,2017-06-17,Standard Class,129
2472,2015-10-14,2015-10-18,Standard Class,39
2473,2016-11-21,2016-11-23,Second Class,2323
2476,2015-12-30,2016-04-01,Standard Class,6
2477,2016-11-21,2016-11-27,Standard Class,39
2479,2017-08-03,2017-03-13,Standard Class,737
2480,2018-12-24,2018-12-29,Standard Class,55
2481,2018-08-13,2018-08-13,Same Day,2
2482,2015-11-05,2015-05-18,Standard Class,101
2483,2015-02-12,2015-04-12,First Class,116
2485,2017-02-27,2017-01-03,First Class,76
2488,2016-08-08,2016-10-08,Second Class,773
2489,2016-11-04,2016-04-15,Standard Class,60
2490,2017-04-21,2017-04-26,Standard Class,116
2491,2016-05-25,2016-05-29,Standard Class,2491
2492,2017-07-17,2017-07-21,Standard Class,31
2495,2018-12-18,2018-12-23,Standard Class,68
2496,2018-05-12,2018-08-12,First Class,229
2498,2017-02-10,2017-06-10,Standard Class,55
2500,2018-11-06,2018-06-14,First Class,178
2501,2016-09-22,2016-09-26,Second Class,26
2503,2016-05-30,2016-01-06,First Class,60
2504,2018-10-11,2018-11-17,Standard Class,266
2505,2018-07-12,2018-12-12,Standard Class,149
2507,2016-11-28,2016-11-30,First Class,28
2510,2016-05-23,2016-05-30,Standard Class,199
2512,2018-12-11,2018-11-16,Second Class,840
2514,2015-01-11,2015-05-11,Standard Class,2514
2515,2015-08-15,2015-08-17,First Class,908
2518,2015-08-09,2015-09-14,Standard Class,28
2520,2018-02-13,2018-02-17,Standard Class,471
2521,2018-03-03,2018-08-03,Standard Class,1704
2522,2015-04-11,2015-08-11,Second Class,2229
2523,2017-05-06,2017-07-06,First Class,2523
2524,2015-11-28,2015-01-12,First Class,54
2525,2017-12-16,2017-12-19,First Class,2525
2527,2016-05-01,2016-10-01,Standard Class,28
2528,2015-01-06,2015-06-06,Standard Class,16
2529,2018-11-13,2018-11-18,Second Class,163
2532,2016-11-19,2016-11-26,Standard Class,94
2533,2016-09-26,2016-09-30,Standard Class,45
2535,2017-10-04,2017-04-17,Standard Class,2
2536,2016-10-12,2016-12-15,Standard Class,158
2538,2015-12-31,2016-04-01,Standard Class,348
2539,2017-05-12,2017-10-12,Second Class,248
2540,2017-10-04,2017-04-15,Standard Class,0
2541,2018-09-24,2018-09-28,Standard Class,148
2542,2015-03-25,2015-03-30,Standard Class,28
2543,2015-04-13,2015-04-17,Second Class,50
2544,2018-09-18,2018-09-20,First Class,620
2546,2018-11-22,2018-11-26,Standard Class,56
2547,2017-05-06,2017-11-06,Standard Class,154
2550,2016-08-05,2016-12-05,Standard Class,1905
2551,2015-05-04,2015-09-04,Second Class,1084
2552,2016-09-27,2016-09-30,Second Class,441
2553,2018-11-04,2018-04-16,Standard Class,1861
2554,2018-11-20,2018-11-21,First Class,1861
2556,2016-12-22,2016-12-27,Standard Class,1026
2557,2016-08-17,2016-08-23,Standard Class,375
2559,2018-08-14,2018-08-16,Second Class,54
2560,2018-04-25,2018-04-29,Standard Class,378
2561,2018-02-04,2018-05-04,First Class,484
2562,2018-02-11,2018-06-11,Standard Class,448
2563,2017-09-29,2017-09-30,First Class,229
2564,2018-06-29,2018-06-30,First Class,26
2565,2018-11-16,2018-11-21,Standard Class,2565
2567,2017-01-25,2017-01-27,First Class,2267
2568,2018-12-11,2018-11-16,Standard Class,46
2569,2018-01-10,2018-08-10,Standard Class,329
2570,2016-10-31,2016-02-11,Second Class,75
2571,2018-12-22,2018-12-26,Standard Class,2571
2572,2017-03-11,2017-10-11,Standard Class,2572
2575,2015-11-24,2015-11-29,Standard Class,737
2576,2018-06-08,2018-12-08,Standard Class,1048
2577,2016-11-09,2016-09-16,Standard Class,295
2580,2018-04-09,2018-08-09,Second Class,1107
2581,2018-07-23,2018-07-28,Standard Class,1695
2582,2018-11-23,2018-11-28,Standard Class,960
2583,2016-08-22,2016-08-26,Standard Class,60
2584,2017-08-26,2017-08-28,Second Class,22
2585,2018-04-27,2018-04-29,First Class,22
2589,2016-05-28,2016-01-06,Standard Class,393
2590,2015-09-17,2015-09-22,Standard Class,66
2591,2018-02-09,2018-07-09,Standard Class,2
2596,2017-09-05,2017-05-13,Standard Class,55
2598,2017-09-12,2017-12-13,Standard Class,39
2599,2015-06-25,2015-06-27,Second Class,1905
2601,2017-10-09,2017-12-09,Second Class,518
2602,2017-05-08,2017-11-08,Standard Class,2602
2603,2017-01-04,2017-03-04,Second Class,1610
2604,2017-08-07,2017-10-07,Second Class,620
2605,2017-03-17,2017-03-23,Standard Class,145
2607,2017-12-31,2018-06-01,Standard Class,14
2609,2015-05-03,2015-08-03,Second Class,1596
2610,2017-01-28,2017-01-02,Second Class,178
2611,2018-06-03,2018-12-03,Standard Class,21
2612,2016-04-17,2016-04-23,Standard Class,6
2613,2018-02-13,2018-02-20,Standard Class,127
2615,2017-04-22,2017-04-29,Standard Class,719
2616,2016-09-24,2016-09-27,Second Class,20
2617,2018-10-23,2018-10-28,Second Class,329
2619,2016-12-18,2016-12-22,Standard Class,200
2620,2015-01-11,2015-05-11,Standard Class,960
2622,2016-06-13,2016-06-15,Second Class,173
2623,2016-09-07,2016-07-14,Standard Class,748
2624,2015-04-18,2015-04-23,Standard Class,26
2625,2018-05-20,2018-05-22,Second Class,2625
2626,2016-08-10,2016-10-13,Standard Class,18
2627,2018-04-11,2018-08-11,Standard Class,2627
2628,2015-07-23,2015-07-27,Standard Class,382
2631,2015-02-09,2015-03-09,First Class,60
2633,2016-04-30,2016-06-05,Standard Class,28
2635,2015-02-07,2015-06-07,Standard Class,2267
2637,2017-01-05,2017-04-05,Second Class,1201
2640,2017-11-26,2017-02-12,Standard Class,284
2641,2018-10-12,2018-12-12,Second Class,12
2643,2016-09-15,2016-09-17,Second Class,2265
2646,2018-02-12,2018-09-12,Standard Class,163
2647,2016-10-09,2016-09-17,Standard Class,55
2648,2018-03-30,2018-03-30,Same Day,178
2649,2018-03-01,2018-07-01,Standard Class,28
2650,2017-04-19,2017-04-24,Second Class,26
2651,2018-12-15,2018-12-19,Standard Class,2651
2652,2016-01-12,2016-05-12,Standard Class,737
2655,2017-07-21,2017-07-21,Same Day,316
2656,2018-09-19,2018-09-24,Standard Class,166
2658,2017-12-08,2017-08-14,Second Class,202
2660,2015-10-10,2015-10-10,Same Day,2660
2661,2018-09-18,2018-09-23,Standard Class,2
2662,2017-01-12,2017-06-12,Standard Class,258
2664,2017-09-20,2017-09-24,Standard Class,2
2665,2015-04-11,2015-11-11,Standard Class,469
2666,2018-12-10,2018-10-14,Second Class,26
2672,2018-11-20,2018-11-27,Standard Class,465
2673,2015-06-30,2015-06-07,Standard Class,76
2674,2018-11-30,2018-04-12,Standard Class,154
2675,2015-10-03,2015-03-17,Standard Class,37
2677,2017-04-09,2017-09-09,Standard Class,40
2679,2016-06-18,2016-06-22,Standard Class,1
2680,2018-07-21,2018-07-21,Same Day,2680
2681,2016-04-24,2016-04-28,Standard Class,60
2683,2016-05-14,2016-05-17,First Class,264
2684,2018-12-23,2018-12-23,Same Day,54
2690,2017-09-29,2017-03-10,Standard Class,792
2692,2016-08-02,2016-11-02,First Class,2692
2693,2017-01-12,2017-05-12,Standard Class,49
2695,2018-01-09,2018-07-09,Standard Class,12
2696,2018-11-07,2018-07-17,Standard Class,2696
2697,2016-11-25,2016-11-29,Standard Class,2108
2699,2018-11-19,2018-11-22,Second Class,448
2700,2018-06-11,2018-10-11,Second Class,471
2701,2018-01-29,2018-02-02,Standard Class,54
2702,2017-07-23,2017-07-28,Standard Class,243
2703,2017-04-15,2017-04-19,Standard Class,2703
2704,2018-11-04,2018-04-18,Standard Class,244
2707,2017-12-23,2017-12-30,Standard Class,12
2708,2015-03-30,2015-03-31,First Class,60
2709,2018-10-06,2018-06-13,Second Class,863
2710,2018-12-21,2018-12-25,Standard Class,26
2711,2015-05-23,2015-05-27,Standard Class,202
2715,2016-03-05,2016-06-05,First Class,54
2716,2016-09-24,2016-09-29,Second Class,2716
2717,2016-06-02,2016-02-13,Standard Class,1552
2720,2018-04-12,2018-08-12,Standard Class,570
2722,2018-12-18,2018-12-20,First Class,960
2723,2016-09-22,2016-09-26,Standard Class,1388
2724,2018-08-07,2018-12-07,Standard Class,633
2725,2015-06-30,2015-03-07,Second Class,49
2727,2015-04-03,2015-09-03,Standard Class,2727
2729,2016-12-01,2016-01-17,Standard Class,1301
2730,2018-04-16,2018-04-21,Standard Class,158
2732,2018-08-18,2018-08-21,Second Class,68
2733,2017-07-25,2017-07-25,Same Day,2
2736,2018-09-16,2018-09-17,First Class,814
2738,2018-06-16,2018-06-18,Second Class,860
2739,2016-11-08,2016-08-15,Standard Class,6
2740,2018-02-12,2018-05-12,First Class,1011
2741,2018-03-25,2018-03-30,Standard Class,12
2743,2016-08-13,2016-08-15,First Class,464
2744,2017-11-10,2017-10-15,Standard Class,158
2745,2018-04-14,2018-04-17,First Class,1301
2748,2016-02-01,2016-04-01,Second Class,154
2753,2018-01-20,2018-01-26,Standard Class,1566
2754,2017-12-19,2017-12-24,Second Class,6
2755,2017-07-18,2017-07-22,Standard Class,50
2756,2018-04-04,2018-05-04,First Class,6
2757,2016-05-28,2016-03-06,Standard Class,98
2759,2018-01-26,2018-01-31,Second Class,2759
2760,2018-09-25,2018-09-27,Second Class,1381
2761,2018-03-25,2018-03-31,Standard Class,55
2762,2016-12-12,2016-12-16,Second Class,356
2763,2017-06-26,2017-06-30,Standard Class,0
2764,2017-05-12,2017-09-12,Second Class,116
2765,2018-04-03,2018-09-03,Standard Class,22
2766,2016-08-11,2016-11-14,Standard Class,108
2767,2017-01-15,2017-01-19,Standard Class,1180
2768,2018-11-27,2018-11-30,Second Class,76
2769,2015-03-21,2015-03-25,Standard Class,448
2770,2017-04-18,2017-04-23,Standard Class,60
2771,2015-09-21,2015-09-25,Standard Class,54
2772,2017-02-28,2017-04-03,Standard Class,316
2773,2016-02-22,2016-02-24,Second Class,2773
2774,2018-02-05,2018-06-05,Standard Class,26
2776,2016-05-01,2016-10-01,Standard Class,60
2777,2018-12-25,2019-01-01,Standard Class,123
2778,2016-03-16,2016-03-22,Standard Class,207
2779,2017-12-05,2017-05-16,Standard Class,1235
2780,2016-12-12,2016-12-17,Standard Class,127
2783,2018-02-12,2018-07-12,Standard Class,1477
2784,2018-10-27,2018-02-11,Standard Class,664
2786,2018-03-17,2018-03-22,Second Class,76
2787,2016-01-11,2016-04-11,First Class,1905
2791,2015-12-20,2015-12-23,Second Class,5
2792,2018-09-14,2018-09-14,Same Day,2514
2794,2015-04-05,2015-05-05,First Class,18
2795,2015-06-04,2015-10-04,Second Class,49
